id|signature-id|addition-id|extra
0|0|0|false
1|0|9|false
2|0|12|false
3|0|14|false
4|0|17|false
5|0|27|false

6|1|0|false
7|1|4|false
8|1|10|false
9|1|15|false
10|1|23|false
